"namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","nlcdClass","eventID","plotType","plotID","subplotID","boutNumber","targetTaxaPresent","taxonID","scientificName","taxonRank","family","nativeStatusCode","identificationQualifier","morphospeciesID","samplingImpractical","samplingImpracticalRemarks","biophysicalCriteria","publicationDate","release","year","totalSampledArea"
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","41_10_4",1,"Y","VIRU","Viburnum rufidulum Raf.","species","Caprifoliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","SMRO","Smilax rotundifolia L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","HAVI4","Hamamelis virginiana L.","species","Hamamelidaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_3",1,"Y","SMGL","Smilax glauca Walter","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","41_10_4",1,"Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","GAFR2","Gaylussacia frondosa (L.) Torr. & A. Gray ex Torr.","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_3",1,"Y","RUHI","Rubus hispidus L.","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_2",1,"Y","HAVI4","Hamamelis virginiana L.","species","Hamamelidaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","HAVI4","Hamamelis virginiana L.","species","Hamamelidaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","AMLA","Amelanchier laevis Wiegand","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","41_10_4",1,"Y","NYSY","Nyssa sylvatica Marshall","species","Cornaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_2",1,"Y","AMLA","Amelanchier laevis Wiegand","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","BEAL2","Betula alleghaniensis Britton","species","Betulaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","PRSE2","Prunus serotina Ehrh.","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","SMRO","Smilax rotundifolia L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","PAQU2","Parthenocissus quinquefolia (L.) Planch.","species","Vitaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_2",1,"Y","SMGL","Smilax glauca Walter","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","40_10_3",1,"Y","MIVI","Microstegium vimineum (Trin.) A. Camus","species","Poaceae","I",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","41_10_4",1,"Y","AMLA","Amelanchier laevis Wiegand","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","41_10_4",1,"Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","KALA","Kalmia latifolia L.","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","COAM","Conopholis americana (L.) Wallr.","species","Orobanchaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","AMLA","Amelanchier laevis Wiegand","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","ILMO","Ilex montana Torr. & A. Gray ex A. Gray","species","Aquifoliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","41_10_4",1,"Y","DACO","Danthonia compressa Austin","species","Poaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","41_10_4",1,"Y","OSCI","Osmunda cinnamomea L.","species","Osmundaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","DIVI4","Dioscorea villosa L.","species","Dioscoreaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_4",1,"Y","UVPU2","Uvularia puberula Michx.","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","41_10_4",1,"Y","KALA","Kalmia latifolia L.","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_2",1,"Y","SMGL","Smilax glauca Walter","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","DIVI4","Dioscorea villosa L.","species","Dioscoreaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","32_10_4",1,"Y","MEVI","Medeola virginiana L.","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","AMLA","Amelanchier laevis Wiegand","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","32_10_2",1,"Y","NYSY","Nyssa sylvatica Marshall","species","Cornaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","40_10_1",1,"Y","RHCA4","Rhododendron calendulaceum (Michx.) Torr.","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_064.basePlot.div","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"deciduousForest","MLBS.1.2023","tower","MLBS_064","31_10_1",1,"Y","TRBO2","Trientalis borealis Raf.","species","Primulaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","40_10_1",1,"Y","TRUN","Trillium undulatum Willd.","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","41_10_4",1,"Y","SMRO","Smilax rotundifolia L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_061.basePlot.div","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"deciduousForest","MLBS.1.2023","tower","MLBS_061","40_10_1",1,"Y","NYSY","Nyssa sylvatica Marshall","species","Cornaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_4",1,"Y","DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species","Dryopteridaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_4",1,"Y","ACPE","Acer pensylvanicum L.","species","Aceraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_1",1,"Y","SMHE","Smilax herbacea L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","RICY","Ribes cynosbati L.","species","Grossulariaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_1",1,"Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","SMHE","Smilax herbacea L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_3",1,"Y","STPU","Stellaria pubera Michx.","species","Caryophyllaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_005.basePlot.div","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"deciduousForest","MLBS.1.2023","distributed","MLBS_005","31_10_1",1,"Y","RUAL","Rubus allegheniensis Porter","species","Rosaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","UVPE","Uvularia perfoliata L.","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","PRENA","Prenanthes sp.","genus","Asteraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_005.basePlot.div","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"deciduousForest","MLBS.1.2023","distributed","MLBS_005","31_10_1",1,"Y","OCAC","Oclemena acuminata (Michx.) Greene","species","Asteraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_3",1,"Y","CRMA3","Crataegus macrosperma Ashe","species","Rosaceae","N","cf. species",NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_4",1,"Y","LYQU2","Lysimachia quadrifolia L.","species","Primulaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_4",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_1",1,"Y","ACPE","Acer pensylvanicum L.","species","Aceraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","VIOLA","Viola sp.","genus","Violaceae","UNK",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","DEFLF","Deschampsia flexuosa (L.) Trin. var. flexuosa","variety","Poaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","PRENA","Prenanthes sp.","genus","Asteraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","LYQU2","Lysimachia quadrifolia L.","species","Primulaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","ANLA","Anemone lancifolia Pursh","species","Ranunculaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","PRENA","Prenanthes sp.","genus","Asteraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","SMHE","Smilax herbacea L.","species","Smilacaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_1",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","32_10_2",1,"Y","AMMU","Amianthium muscitoxicum (Walter) A. Gray","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","DACO","Danthonia compressa Austin","species","Poaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_1",1,"Y","AGPE","Agrostis perennans (Walter) Tuck.","species","Poaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","DEFLF","Deschampsia flexuosa (L.) Trin. var. flexuosa","variety","Poaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","41_10_4",1,"Y","CAREXSPP","Carex spp.","genus","Cyperaceae","UNK",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","40_10_3",1,"Y","UVPE","Uvularia perfoliata L.","species","Liliaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_005.basePlot.div","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"deciduousForest","MLBS.1.2023","distributed","MLBS_005","31_10_1",1,"Y","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_005.basePlot.div","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"deciduousForest","MLBS.1.2023","distributed","MLBS_005","31_10_1",1,"Y","ACRU","Acer rubrum L.","species","Aceraceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_001.basePlot.div","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"deciduousForest","MLBS.1.2023","distributed","MLBS_001","31_10_1",1,"Y","CAREXSPP","Carex spp.","genus","Cyperaceae","UNK",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
"MLBS_005.basePlot.div","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"deciduousForest","MLBS.1.2023","distributed","MLBS_005","31_10_1",1,"Y","OSCI","Osmunda cinnamomea L.","species","Osmundaceae","N",NA,NA,"OK",NA,"OK - no known exceptions","20241118T104408Z","RELEASE-2025","2023",10
